Func_id	Func_name	Cen01	Cen03	Cen04	Cen05	Cen06	Cen07	Cen10	Cen12	Cen14	Cen15	Cen16	Cen17
COG0725	"ABC-type molybdate transport system, periplasmic component"	2951	4787	4793	4441	3187	3674	1139	970	1424	1322	3198	4753
COG0726	"Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family"	6884	9125	9730	8797	6239	7495	2656	2222	3571	3146	8497	8978
COG0727	Fe-S-cluster containining protein	521	767	692	724	622	666	168	280	267	314	713	753
COG0728	"Peptidoglycan biosynthesis protein MviN/MurJ, putative lipid II flippase"	4685	6269	6682	6316	4201	5307	1938	1511	2353	2104	4754	6236
COG0729	Outer membrane translocation and assembly module TamA	1120	1924	1863	1863	1310	1560	382	417	468	566	1191	2123
COG0730	Uncharacterized membrane protein YfcA	1503	1877	1869	1955	1551	1588	820	761	996	837	2544	1608
COG0731	"Wyosine [tRNA(Phe)-imidazoG37] synthetase, radical SAM superfamily"	265	310	317	278	224	214	57	73	104	118	256	349
COG0732	Restriction endonuclease S subunit	1547	1348	1808	1633	843	1246	554	470	653	531	1291	1303
COG0733	"Na+-dependent transporter, SNF family"	208	329	271	306	314	324	53	70	84	114	248	244
COG0735	Fe2+ or Zn2+ uptake regulation protein	2724	3491	3572	3374	2635	2772	1470	1124	1568	1448	3203	3078
COG0736	Phosphopantetheinyl transferase (holo-ACP synthase)	1173	1747	1721	1670	1201	1405	578	445	665	587	1366	1605
COG0737	"2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family"	1476	2437	2171	1993	1713	1947	420	518	701	827	1958	3853
COG0738	Fucose permease	3236	4250	4045	4507	2962	3309	1480	927	1284	1285	2644	3118
COG0739	"Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain"	3616	4241	4577	3909	3041	3836	996	1140	1675	1692	4425	6105
COG0740	"ATP-dependent protease ClpP, protease subunit"	2845	3428	3606	3403	2453	3106	1255	922	1401	1298	3039	3033
COG0741	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)	2781	3923	4153	4108	2914	3492	1204	1197	1635	1542	3487	3780
COG0742	16S rRNA G966 N2-methylase RsmD	1920	2503	2608	2677	1713	2167	776	573	939	833	1937	2397
COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase	2662	3773	3830	3700	2624	3023	1165	866	1358	1293	2693	3526
COG0744	Membrane carboxypeptidase (penicillin-binding protein)	5720	7013	7583	6474	4797	5925	2476	1721	3025	2654	6095	7462
COG0745	"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain"	40656	49970	50979	48265	36213	41351	12996	13214	19073	17378	41383	44963
COG0746	Molybdopterin-guanine dinucleotide biosynthesis protein A	1589	2213	2179	2129	1499	1704	760	565	807	710	1681	2136
COG0747	"ABC-type transport system, periplasmic component"	24451	29795	32654	22324	20250	24450	10431	8257	13052	11269	29567	32676
COG0748	Putative heme iron utilization protein	282	529	526	539	333	398	109	116	120	112	356	436
COG0749	DNA polymerase I - 3'-5' exonuclease and polymerase domains	5578	6739	7411	7065	4693	6304	1859	1602	2409	2445	5189	7835
COG0750	"Membrane-associated protease RseP, regulator of RpoE activity"	2800	4109	4140	4041	2857	3476	1130	1025	1441	1361	3087	3799
COG0751	"Glycyl-tRNA synthetase, beta subunit"	2821	4762	4743	5020	3180	3859	1043	878	1160	1283	2550	3895
COG0752	"Glycyl-tRNA synthetase, alpha subunit"	948	1517	1525	1676	1098	1361	383	375	472	453	982	1162
COG0753	Catalase	2142	3174	2466	2609	2196	1870	960	468	576	686	1435	2322
COG0754	Glutathionylspermidine synthase	693	919	901	859	731	791	231	201	281	305	584	700
COG0755	"ABC-type transport system involved in cytochrome c biogenesis, permease component"	1031	1437	1498	1466	1018	1260	533	429	594	567	1314	1345
COG0756	dUTPase	1098	1674	1563	1643	1187	1409	588	433	619	594	1317	1479
COG0757	3-dehydroquinate dehydratase	1172	1560	1504	1387	1062	1313	498	401	592	526	1152	1510
COG0758	Predicted Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake	3124	4251	4265	4006	2862	3421	1340	1007	1642	1366	3313	4146
COG0759	"Membrane-anchored protein YidD, putatitve component of membrane protein insertase Oxa1/YidC/SpoIIIJ"	816	1121	1118	1053	770	904	386	313	472	433	1016	1124
COG0760	Parvulin-like peptidyl-prolyl isomerase	1552	2435	2296	2464	1715	1987	602	689	868	842	2042	2324
COG0761	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH	2573	3633	3587	3353	2427	2890	1255	888	1398	1199	2737	3481
COG0762	"Uncharacterized conserved protein YggT, Ycf19 family"	297	436	406	380	335	354	213	168	229	201	503	411
COG0763	Lipid A disaccharide synthetase	2064	3642	3645	3756	2502	3003	737	712	958	1013	2221	3274
COG0764	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase	1858	2886	2711	2626	1962	2250	669	714	948	866	2074	2761
COG0765	"ABC-type amino acid transport system, permease component"	3173	3969	3808	3236	3076	3630	1484	1032	1133	1395	3312	4000
COG0766	UDP-N-acetylglucosamine enolpyruvyl transferase	3387	4516	4947	4443	3289	4173	1426	1168	1688	1630	3558	4393
COG0767	"ABC-type transporter Mla maintaining outer membrane lipid asymmetry, permease component MlaE"	3264	5079	4767	4866	3304	3962	1171	1024	1503	1546	3445	4767
COG0768	Cell division protein FtsI/penicillin-binding protein 2	11317	15658	16235	15055	10469	13214	4839	3435	5949	5278	11653	15340
COG0769	UDP-N-acetylmuramyl tripeptide synthase	3922	5284	5730	5386	3731	4828	1856	1330	2089	1900	4295	5404
COG0770	UDP-N-acetylmuramyl pentapeptide synthase	4335	6001	6217	5913	4107	5213	1769	1382	2099	2014	4409	6286
COG0771	UDP-N-acetylmuramoylalanine-D-glutamate ligase	3647	5295	5596	5233	3554	4545	1558	1196	1887	1789	3928	5239
COG0772	"Bacterial cell division protein FtsW, lipid II flippase"	5762	8104	8507	7878	5545	7015	2583	1890	3150	2875	6264	8085
COG0773	UDP-N-acetylmuramate-alanine ligase	4800	6964	7294	7084	4528	5957	1882	1456	2354	2201	4946	7177
COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase	1494	2664	2538	2645	1876	2188	586	580	753	792	1594	2238
COG0775	Nucleoside phosphorylase	1895	2349	2194	2123	1751	1717	649	524	740	724	1835	1717
COG0776	Bacterial nucleoid DNA-binding protein	2305	3483	3590	3447	2452	2942	1044	991	1232	1286	2983	3028
COG0777	Acetyl-CoA carboxylase beta subunit	2033	2818	3014	2775	2038	2449	768	681	1004	967	2089	2577
COG0778	Nitroreductase	3809	4823	4582	4432	3408	3542	1689	1338	1710	1632	4089	3743
COG0779	Ribosome maturation factor RimP	929	1455	1417	1477	1019	1209	505	366	501	466	1135	1340
COG0780	"NADPH-dependent 7-cyano-7-deazaguanine reductase QueF, C-terminal domain, T-fold superfamily"	702	1074	1016	1039	765	887	284	326	452	413	858	905
COG0781	Transcription termination factor NusB	1615	2473	2490	2381	1736	2155	817	653	967	854	2158	2356
COG0782	"Transcription elongation factor, GreA/GreB family"	2232	2907	2976	2698	2114	2643	926	851	1281	1174	2971	3041
COG0783	DNA-binding ferritin-like protein (oxidative damage protectant)	999	1513	1440	1397	1097	1187	424	380	387	516	1085	1393
COG0784	CheY chemotaxis protein or a CheY-like REC (receiver) domain	6503	9222	8689	8930	6707	7588	1553	2164	2622	2757	6742	7580
COG0785	Cytochrome c biogenesis protein CcdA	1250	1323	1599	1482	828	1064	517	334	694	501	1411	1204
COG0786	Na+/glutamate symporter	157	234	238	225	191	166	46	51	43	61	159	344
COG0787	Alanine racemase	3347	4941	5050	4825	3185	4063	1431	1053	1624	1527	3319	4672
COG0788	Formyltetrahydrofolate hydrolase	1246	1662	1619	1653	1219	1321	554	342	595	541	1174	1300
COG0789	"DNA-binding transcriptional regulator, MerR family"	6105	5869	6452	6196	4239	4896	2706	1945	2814	2399	6412	5594
COG0790	TPR repeat	6025	9404	8599	10164	7458	7210	934	2432	1712	1978	6895	6208
COG0791	"Cell wall-associated hydrolase, NlpC family"	1941	2314	2183	1885	1418	1676	1311	524	1160	981	2708	2569
COG0792	Predicted endonuclease distantly related to archaeal Holliday junction resolvase	1121	1605	1633	1522	1074	1341	538	415	652	541	1381	1484
COG0793	"C-terminal processing protease CtpA/Prc, contains a PDZ domain"	9811	14043	14329	13585	10266	11718	3178	3429	4883	4577	10038	13358
COG0794	D-arabinose 5-phosphate isomerase GutQ	1034	1795	1739	1780	1220	1445	382	350	535	497	1086	1601
COG0795	"Lipopolysaccharide export LptBFGC system, permease protein LptF"	2261	4019	3862	4122	2691	3216	885	864	1116	1140	2626	3634
COG0796	Glutamate racemase	1555	2005	2212	2001	1443	1828	680	490	841	736	1699	2144
COG0797	"Rare lipoprotein A, peptidoglycan hydrolase digesting ""naked"" glycans, contains C-terminal SPOR domain"	1389	2114	2120	2242	1482	1741	580	591	721	724	1619	1683
COG0798	"Arsenite efflux pump ArsB, ACR3 family"	745	591	1023	885	515	689	393	267	339	314	625	600
COG0799	"Ribosomal silencing factor RsfS, regulates association of 30S and 50S subunits"	1128	1618	1528	1521	1124	1322	490	437	645	592	1287	1541
COG0800	2-keto-3-deoxy-6-phosphogluconate aldolase	1619	2574	2341	2790	1749	1939	716	449	642	682	1378	2085
COG0801	"7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase"	1588	2312	2365	2292	1593	1841	696	576	822	751	1751	2198
COG0802	tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE	1452	2087	2193	2152	1463	1792	626	529	773	687	1772	1970
COG0803	"ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA"	1381	1799	1859	1514	1248	1516	542	440	664	723	1796	2880
COG0804	Urease alpha subunit	1605	1995	2043	1842	1381	1496	436	450	537	602	1236	1773
COG0805	Sec-independent protein secretion pathway component TatC	2376	3417	3511	3177	2299	2690	1089	780	1300	1148	2603	3481
COG0806	"Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing"	1424	2014	2064	1974	1374	1625	666	510	824	706	1479	1930
COG0807	GTP cyclohydrolase II	2286	3254	3231	3203	2264	2587	973	810	1120	1115	2464	2852
COG0809	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)	3399	4613	4944	4578	3149	3855	1149	1067	1576	1497	3164	4794
COG0810	"Periplasmic protein TonB, links inner and outer membranes"	4676	7791	8376	8754	5020	6116	1277	1725	2205	1991	5569	6344
COG0811	Biopolymer transport protein ExbB/TolQ	2136	3486	3194	3313	2605	2824	682	874	958	1156	2524	3068
COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase	2785	3851	4276	3906	2770	3523	1180	908	1455	1298	3023	3893
COG0813	Purine-nucleoside phosphorylase	282	344	326	305	201	240	119	62	142	94	356	466
COG0814	Amino acid permease	145	291	221	378	281	400	48	50	50	88	218	112
COG0815	Apolipoprotein N-acyltransferase	3066	4953	4665	4811	3419	3893	1249	1060	1465	1471	3378	4856
COG0816	"RNase H-fold protein, predicted Holliday junction resolvase in Firmicutes and mycoplasms, involved in anti-termination at Rho-dependent terminators"	1495	2097	2154	2103	1430	1871	677	529	790	652	1618	2003
COG0817	Holliday junction resolvasome RuvABC endonuclease subunit	1630	2212	2375	2257	1539	2016	730	594	907	799	1847	2209
COG0818	Diacylglycerol kinase	439	580	609	473	427	469	166	172	218	232	536	579
COG0819	Thiaminase	472	395	461	344	264	282	224	159	226	206	465	394
COG0820	Adenine C2-methylase RlmN of 23S rRNA A2503 and tRNA A37	2912	4018	4057	3865	2837	3431	1084	987	1545	1437	2919	4109
COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE	2034	2754	2942	2680	2005	2336	903	741	1140	1041	2230	2768
COG0822	NifU homolog involved in Fe-S cluster formation	1537	2142	2268	2234	1500	1849	652	623	892	782	1841	1903
COG0823	Periplasmic component of the Tol biopolymer transport system	21487	30062	34912	30521	19310	22980	4347	5079	8467	7944	19815	47962
COG0824	Acyl-CoA thioesterase FadM	2971	3971	3819	3706	2932	3142	1181	1073	1437	1499	3423	4599
COG0825	Acetyl-CoA carboxylase alpha subunit	2340	3163	3442	3270	2255	2836	858	809	1146	1160	2385	3148
COG0826	"Collagenase-like protease, PrtC family"	723	1019	936	969	840	808	185	264	352	342	799	1004
COG0827	Adenine-specific DNA methylase	51	42	44	53	30	49	18	9	9	18	59	34
COG0828	Ribosomal protein S21	260	388	405	382	317	367	111	161	155	163	391	328
COG0829	Urease accessory protein UreH	716	1125	996	1019	678	750	186	195	221	294	621	928
COG0830	Urease accessory protein UreF	811	1205	1107	1099	753	777	213	227	226	303	679	1023
COG0831	Urease gamma subunit	412	624	545	537	400	437	125	160	153	186	392	520
COG0832	Urease beta subunit	451	599	561	502	396	405	111	134	161	172	422	507
COG0833	Amino acid permease	3328	4271	4386	4076	2937	3194	1226	824	1158	1211	2451	3711
COG0834	"ABC-type amino acid transport/signal transduction system, periplasmic component/domain"	3777	4812	4448	4074	3747	4176	1584	1256	1364	1626	4032	5541
COG0835	Chemotaxis signal transduction protein	2401	3375	3101	3199	2310	2703	677	811	948	957	2405	2362
COG0836	Mannose-1-phosphate guanylyltransferase	3016	4077	4292	4402	2871	3476	956	850	1223	1267	2552	3674
COG0837	Glucokinase	1512	2192	2230	2277	1493	1764	525	466	552	607	1222	1939
COG0838	NADH:ubiquinone oxidoreductase subunit 3 (chain A)	1498	1920	1946	1830	1408	1628	613	581	793	800	1727	1932
COG0839	NADH:ubiquinone oxidoreductase subunit 6 (chain J)	1447	1896	1943	1857	1331	1595	609	583	802	780	1797	2029
COG0840	Methyl-accepting chemotaxis protein	3616	4454	3916	4450	3545	3645	1538	1425	1548	1517	4333	2918
COG0841	Multidrug efflux pump subunit AcrB	45135	73854	72840	72659	52112	58895	13310	14518	19578	19695	39628	56604
COG0842	"ABC-type multidrug transport system, permease component"	2238	2754	2449	2551	2030	2147	1298	1002	1401	1109	3576	2241
COG0843	"Heme/copper-type cytochrome/quinol oxidase, subunit 1"	6765	9332	9378	9076	7147	8279	3754	2839	4416	4006	8523	7121
COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	7937	12688	12095	12846	8728	9738	2534	3160	3594	3596	9152	10070
COG0846	"NAD-dependent protein deacetylase, SIR2 family"	2110	2611	2766	2481	2068	2138	885	714	1063	1087	2359	2916
COG0847	"DNA polymerase III, epsilon subunit or related 3'-5' exonuclease"	1197	1391	1405	1440	1095	1295	422	392	422	549	1189	1378
COG0848	Biopolymer transport protein ExbD	2881	4668	4532	4666	3358	3768	908	1106	1352	1511	3279	4439
COG0849	Cell division ATPase FtsA	2703	3724	4134	3801	2700	3532	940	871	1324	1319	2840	3277
COG0850	Septum formation inhibitor MinC	284	412	426	446	301	376	192	155	164	155	329	282
COG0851	Septum formation topological specificity factor MinE	178	224	259	228	212	226	111	102	90	107	184	126
COG0852	NADH:ubiquinone oxidoreductase 27 kD subunit (chain C)	1628	2205	2292	2205	1588	1857	687	668	869	886	1895	2233
COG0853	Aspartate 1-decarboxylase	466	565	586	562	410	507	212	162	233	237	527	577
COG0854	Pyridoxine 5'-phosphate synthase PdxJ	946	1492	1415	1354	1077	1177	300	332	401	477	1039	1767
COG0855	Polyphosphate kinase	4528	6661	6508	6360	4675	5142	1683	1300	2080	2071	4145	7106
COG0856	Orotate phosphoribosyltransferase homolog	173	121	177	174	94	127	42	45	67	44	137	168
COG0857	BioD-like N-terminal domain of phosphotransacetylase	203	267	240	229	148	171	82	59	81	89	209	412
COG0858	Ribosome-binding factor A	1194	1787	1677	1682	1176	1425	542	447	650	607	1431	1635
COG0859	ADP-heptose:LPS heptosyltransferase	7246	10415	10178	10267	7525	8754	3076	3043	4118	3823	8241	8858
COG0860	N-acetylmuramoyl-L-alanine amidase	2373	3558	3674	3457	2354	2922	932	808	1218	1165	2704	3877
COG0861	"Membrane protein TerC, possibly involved in tellurium resistance"	1408	2193	2155	1837	1519	1715	569	488	616	829	1842	3275
COG0863	DNA modification methylase	5857	6031	7259	7339	4088	5699	1785	1696	2454	2142	5071	4848
COG0864	"Metal-responsive transcriptional regulator, contains CopG/Arc/MetJ DNA-binding domain"	847	1223	1175	1320	761	950	380	338	478	425	968	721
COG1001	Adenine deaminase	1596	1850	1924	1632	1471	1482	575	450	725	674	1508	2228
COG1002	"Type II restriction/modification system, DNA methylase subunit YeeA"	129	119	116	181	71	99	35	35	61	34	153	83
COG1003	"Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain"	2749	3782	3845	3692	2675	3196	1119	939	1391	1352	2739	3572
COG1004	UDP-glucose 6-dehydrogenase	5863	8049	8952	8645	5351	6854	1923	1653	2593	2549	5408	7587
COG1005	NADH:ubiquinone oxidoreductase subunit 1 (chain H)	3334	4376	4688	4280	3094	3750	1249	1204	1724	1646	3293	4370
COG1006	"Multisubunit Na+/H+ antiporter, MnhC subunit"	129	151	129	112	150	144	213	89	198	110	290	120
COG1007	NADH:ubiquinone oxidoreductase subunit 2 (chain N)	4222	5524	6013	5543	4017	4952	1589	1413	2132	2125	4263	6057
COG1008	NADH:ubiquinone oxidoreductase subunit 4 (chain M)	5252	6770	7349	6813	5064	5956	2037	1815	2715	2613	5088	7043
COG1009	"NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit"	5235	6723	7396	6700	4944	5908	2103	1880	2720	2743	5577	7206
COG1010	Precorrin-3B methylase	746	753	692	703	492	548	327	224	297	319	628	479
COG1011	"FMN phosphatase YigB, HAD superfamily"	4797	5971	6093	5986	4053	4765	2027	1537	2407	2089	5388	5590
COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	32741	44307	43277	43318	29497	33062	12630	8625	13060	13125	28853	39553
COG1013	"Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit"	2619	3076	3909	3244	2353	2764	904	949	1339	1298	2977	3228
COG1014	"Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit"	2067	2543	2966	2588	1952	2225	755	851	1036	1011	2531	2401
COG1015	Phosphopentomutase	1194	1770	1772	1649	1224	1437	493	500	700	609	1294	1740
COG1017	Hemoglobin-like flavoprotein	436	374	351	361	353	299	160	100	110	126	328	765
COG1018	Ferredoxin-NADP reductase	3733	4862	5082	4764	3092	3827	1663	923	1393	1462	3618	4272
COG1019	Phosphopantetheine adenylyltransferase	81	112	122	136	89	102	29	32	27	35	94	49
COG1020	Non-ribosomal peptide synthetase component F	17970	19789	22324	20150	14111	16801	4283	4264	6455	6638	14796	20059
COG1021	Non-ribosomal peptide synthetase component E (peptide arylation enzyme)	1944	2463	2524	2284	1616	1762	775	475	782	766	1744	2236
COG1022	Long-chain acyl-CoA synthetase (AMP-forming)	8582	11276	11848	11183	7633	9073	2745	2398	3663	3686	7583	11179
COG1023	6-phosphogluconate dehydrogenase (decarboxylating)	2150	2988	3322	3142	1946	2472	913	646	1041	934	2151	2568
COG1024	Enoyl-CoA hydratase/carnithine racemase	24227	31909	32249	30554	21228	24329	9276	7438	10179	10477	24416	29302
COG1025	"Secreted/periplasmic Zn-dependent peptidases, insulinase-like"	427	630	537	704	550	620	142	153	161	210	482	471
COG1026	"Zn-dependent peptidase, M16 (insulinase) family"	597	971	944	859	717	797	168	183	237	268	576	658
COG1027	Aspartate ammonia-lyase	761	1168	1414	994	732	982	270	219	423	416	882	1968
COG1028	"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family"	46745	61711	59324	57078	43140	45507	18310	14325	18759	18677	45061	49902
COG1029	Formylmethanofuran dehydrogenase subunit B	421	601	583	539	501	481	127	134	247	201	517	712
COG1030	Membrane-bound serine protease (ClpP class)	2185	2889	3373	2935	1854	2254	595	629	1055	921	2252	3625
COG1031	Radical SAM superfamily enzyme with C-terminal helix-hairpin-helix motif	255	273	307	298	210	237	60	52	92	103	254	341
COG1032	"Radical SAM superfamily enzyme YgiQ, UPF0313 family"	5754	8165	8330	8010	5590	6481	1565	2140	2885	2809	6510	8469
COG1033	"Predicted exporter protein, RND superfamily"	2879	3865	3721	3521	2738	3028	886	887	1171	1349	3068	4406
COG1034	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G)	3028	4110	4288	4098	3041	3636	1222	1118	1575	1497	3221	3980
COG1035	"Coenzyme F420-reducing hydrogenase, beta subunit"	230	383	362	397	204	293	137	102	124	101	256	320
COG1036	Archaeal flavoprotein	98	123	110	113	81	78	51	38	42	30	92	117
COG1038	Pyruvate carboxylase	3554	5128	4728	4738	3608	3993	1198	1186	1553	1643	3408	4842
COG1039	Ribonuclease HIII	255	348	350	336	223	299	36	83	96	108	223	400
COG1040	Predicted amidophosphoribosyltransferases	2106	2719	2854	2721	1888	2412	949	846	1212	1076	2623	3068
COG1041	tRNA G10  N-methylase Trm11	874	800	913	855	561	738	270	271	411	329	769	695
COG1042	Acyl-CoA synthetase (NDP forming)	6133	7944	8443	7448	5562	6737	2531	1917	2628	2660	6586	8363
COG1043	Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase	2033	3410	3410	3284	2371	2777	735	725	933	1014	2248	3113
COG1044	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	3221	5244	5349	5395	3563	4215	1160	1106	1501	1478	3307	4771
COG1045	Serine acetyltransferase	1988	2850	2786	2765	2049	2366	891	710	1065	1030	2265	2530
COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase 2	390	518	534	481	403	507	126	149	212	259	477	662
COG1048	Aconitase A	5118	7115	7398	7069	5082	6140	2141	1720	2469	2429	5266	6902
COG1049	Aconitase B	326	523	487	511	366	465	137	99	125	149	319	482
COG1051	"ADP-ribose pyrophosphatase YjhB, NUDIX family"	6326	6958	7071	6783	4943	5883	2612	2085	3174	2689	7147	6279
COG1052	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	6259	8353	8513	7640	5745	6730	2209	1880	2611	2673	5946	7889
COG1053	"Succinate dehydrogenase/fumarate reductase, flavoprotein subunit"	5464	7592	7949	7175	5328	6329	2350	1938	2686	2633	5969	7348
COG1054	Predicted sulfurtransferase	471	796	689	812	596	861	167	134	174	230	560	773
COG1055	Na+/H+ antiporter NhaD or related arsenite permease	1899	2575	2361	2571	2070	2179	1254	860	1216	1161	2316	1991
COG1056	Nicotinamide mononucleotide adenylyltransferase	201	162	211	198	131	146	55	49	58	73	177	207
COG1057	Nicotinic acid mononucleotide adenylyltransferase	2071	2920	2922	2742	2024	2355	830	706	1120	1016	2261	2779
COG1058	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA	1869	2705	2706	2505	1820	2130	766	700	1036	1023	2106	2857
COG1059	Thermostable 8-oxoguanine DNA glycosylase	62	72	86	78	49	74	23	17	37	23	64	128
COG1060	"2-iminoacetate synthase ThiH (tyrosine cleavage enzyme, thamine biosynthesis)"	3691	5405	5615	5294	3576	4293	1380	1262	1968	1838	4172	5372
COG1061	Superfamily II DNA or RNA helicase	4704	4104	4875	4680	2926	4003	1658	1318	1928	1763	3979	4510
COG1062	Zn-dependent alcohol dehydrogenase	5585	6966	6691	6180	4342	4803	2251	1418	2359	2182	5066	6089
COG1063	Threonine dehydrogenase or related Zn-dependent dehydrogenase	12150	15172	15482	14016	11207	12164	6308	4466	6963	6140	12893	13204
COG1064	"D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family"	11606	15164	15738	15082	10182	11240	4460	3178	4742	4531	9748	13307
COG1066	Predicted ATP-dependent serine protease	3059	3834	4149	3730	2682	3476	1224	960	1476	1443	3286	4215
COG1067	Predicted ATP-dependent protease	761	1054	1228	1204	765	917	271	368	381	435	871	641
COG1069	Ribulose kinase	1835	2405	2274	2307	1749	1797	784	509	716	794	1444	1999
COG1070	Sugar (pentulose or hexulose) kinase	6491	7695	8068	7688	5594	6051	2867	1845	2891	2651	5618	8038
COG1071	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	8551	10611	11791	10184	7179	9011	2841	2698	3855	3696	8228	9703
COG1072	Panthothenate kinase	597	775	698	736	567	580	390	179	290	265	620	863
COG1073	"Fermentation-respiration switch protein FrsA, has esterase activity, DUF1100 family"	599	707	739	661	499	580	189	201	297	269	646	774
COG1074	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)	5024	7320	6997	7261	4960	5678	2145	1531	2327	2227	5310	7804
COG1075	"Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold"	1151	1377	1289	1242	944	1056	360	338	525	445	1394	1665
COG1076	DnaJ-domain-containing proteins 1	291	426	397	430	321	327	109	104	105	141	317	358
COG1077	Actin-like ATPase involved in cell morphogenesis	2513	3201	3688	3156	2199	3109	1088	797	1300	1188	2987	3331
COG1078	HD superfamily phosphohydrolase	1009	1385	1620	1566	959	1340	333	354	514	495	1085	1247
COG1079	"ABC-type uncharacterized transport system, permease component"	1880	2458	2419	2184	1785	1824	623	591	810	871	1870	2596
COG1080	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	3817	4357	4614	3933	3271	3562	1044	1025	1428	1531	3257	5585
COG1082	Sugar phosphate isomerase/epimerase	9086	11878	11216	10663	8898	9280	3582	3321	4722	4153	9511	10929
COG1083	CMP-N-acetylneuraminic acid synthetase	431	718	714	634	412	645	76	140	165	244	747	1063
COG1084	"GTP-binding protein, GTP1/Obg family"	173	200	161	211	151	154	55	46	59	62	164	166
COG1085	Galactose-1-phosphate uridylyltransferase	2158	2781	3368	2943	1905	2391	849	642	1133	1010	2146	2617
COG1086	"NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC"	5256	6980	7517	6960	4533	5986	1685	1535	2401	2234	5771	7583
COG1087	UDP-glucose 4-epimerase	8839	11707	12717	11804	7809	9797	3289	2580	4069	3874	8498	11275
COG1088	"dTDP-D-glucose 4,6-dehydratase"	7621	10035	11126	10212	6845	8537	2483	2183	3551	3285	7380	9824
COG1089	GDP-D-mannose dehydratase	4252	5365	6195	5747	3624	4815	1281	1127	1661	1539	3699	5250
COG1090	NAD dependent epimerase/dehydratase family enzyme	2836	4322	4094	4093	2987	3181	1141	848	1373	1310	2887	4379
COG1091	dTDP-4-dehydrorhamnose reductase	3952	5632	5776	5598	3705	4457	1420	1146	1866	1735	4070	5608
COG1092	23S rRNA G2069 N7-methylase RlmK or C1962 C5-methylase RlmI	3173	4559	4495	4347	3271	3781	854	1032	1330	1469	2964	4804
COG1093	"Translation initiation factor 2, alpha subunit (eIF-2alpha)"	94	143	153	142	118	122	48	38	37	63	119	90
COG1094	"rRNA processing protein Krr1/Pno1, contains KH domain"	272	293	297	279	222	254	167	119	164	132	381	287
COG1095	"DNA-directed RNA polymerase, subunit E'/Rpb7"	70	73	88	107	70	76	41	27	16	34	69	44
COG1096	"Exosome complex RNA-binding protein Csl4, contains S1 and Zn-ribbon domains"	225	262	293	259	191	205	61	77	126	93	209	249
COG1097	"Exosome complex RNA-binding protein Rrp4, contains S1 and KH domains"	83	123	103	139	104	89	41	39	32	33	80	70
COG1098	"Predicted RNA-binding protein, contains ribosomal protein S1 (RPS1) domain"	41	50	74	53	46	54	45	17	15	30	54	75
COG1099	"Predicted metal-dependent hydrolase, TIM-barrel fold"	311	472	437	386	301	301	60	81	147	142	362	553
COG1100	GTPase SAR1 family domain	1068	1345	1015	1238	1321	1192	437	499	406	425	1015	843
COG1101	"ABC-type uncharacterized transport system, ATPase component"	242	332	318	403	240	320	64	75	76	76	200	398
