Taxon	Abundance	Fraction Abundance
coded_by=complement(68661..71834),organism=Pandoraea pnomenusa,definition=multidrug transporter	5.207	0.0037
coded_by=3724548..3727715,organism=Rhodopseudomonas palustris BisA53,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	2.521	0.0018
coded_by=3638260..3641409,organism=Klebsiella michiganensis,definition=multidrug transporter	12.713	0.0091
coded_by=32772..35918,organism=Stenotrophomonas chelatiphaga,definition=multidrug transporter	4.105	0.0029
coded_by=200261..203395,organism=Aeromonas veronii AER39,definition=hydrophobe/amphiphile efflux-1 (HAE1) family RND transporter	1.57	0.0011
coded_by=126964..130113,organism=Pantoea sp. YR343,definition=hydrophobe/amphiphile efflux-1 (HAE1) family transporter	2.302	0.0016
coded_by=complement(467450..470605),organism=Alicycliphilus denitrificans BC,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	4.4830000000000005	0.0032
coded_by=complement(89175..92327),organism=Desulfobulbaceae bacterium BRH_c16a,definition=multidrug transporter	5.561	0.0040
coded_by=15434..18568,organism=Aeromonas hydrophila,definition=hypothetical protein	0.763	0.0005
coded_by=complement(312806..315982),organism=Asticcacaulis sp. AC466,definition=multidrug transporter	0.729	0.0005
coded_by=complement(1442353..1445517),organism=Pseudomonas koreensis,definition=aminoglycoside/multidrug transporter permease	1.087	0.0008
coded_by=4029951..4033103,organism=Ralstonia eutropha H16,definition=Cation/multidrug efflux pump	4.962	0.0035
coded_by=1337438..1340638,organism=Bordetella sp. N,definition=multidrug transporter	2.189	0.0016
coded_by=complement(3270167..3273316),organism=Aeromonas hydrophila subsp. hydrophila ATCC 7966,definition=AcrB protein	5.496	0.0039
coded_by=1160448..1163609,organism=Aromatoleum aromaticum EbN1,definition=Acriflavine resistance protein B	4.598	0.0033
coded_by=complement(1044925..1048074),organism=Enterobacter sp. 638,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	1.616	0.0012
coded_by=37943..41143,organism=Burkholderia sp. BDU8,definition=multidrug transporter	3.732	0.0027
coded_by=3135205..3138303,organism=Pectobacterium carotovorum subsp. carotovorum PCC21,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	3.084	0.0022
coded_by=252510..255689,organism=Burkholderia sp. LMG 29325,definition=hydrophobe/amphiphile efflux-1 (HAE1) family protein	1.081	0.0008
coded_by=619966..623109,organism=Pseudomonas citronellolis,definition=Multidrug resistance protein MexB	2.637	0.0019
coded_by=complement(2818419..2821562),organism=Xanthomonas arboricola pv. juglandis,definition=multidrug transporter	4.803	0.0034
coded_by=15520..18690,organism=Sphingomonas sp. SRS2,definition=multidrug transporter	12.96	0.0092
coded_by=complement(18158..21292),organism=Agrobacterium tumefaciens str. B6,definition=Putative component of multidrug efflux pump, acrB/acrD/acrF family	6.442	0.0046
coded_by=complement(1103864..1107013),organism=Pantoea sp. At-9b,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	1.612	0.0011
coded_by=99145..102390,organism=Burkholderia sacchari,definition=multidrug transporter	0.813	0.0006
coded_by=complement(1572487..1575636),organism=Methylocella silvestris BL2,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	59.636	0.0425
coded_by=268787..271900,organism=Enterobacter cloacae,definition=aminoglycoside/multidrug efflux system	5.43	0.0039
coded_by=complement(55877..58972),organism=Enterobacter sp. 35699,definition=acriflavine resistance protein B	1.074	0.0008
coded_by=2812423..2815572,organism=Enterobacter sp. YD4,definition=acriflavine resistance protein B	1.386	0.0010
coded_by=59099..62245,organism=Devosia sp. LC5,definition=Transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	6.731	0.0048
coded_by=21690..24833,organism=Bosea sp. AAP35,definition=multidrug transporter	2.203	0.0016
coded_by=complement(1225..4362),organism=Jannaschia seosinensis,definition=Multidrug-efflux transporter MexB	1.54	0.0011
coded_by=3607564..3610692,organism=Aeromonas hydrophila,definition=acriflavine resistance protein B	1.917	0.0014
