Taxon	Abundance	Fraction Abundance
coded_by=812612..815767,organism=Sinorhizobium meliloti GR4,definition=The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family	3.344	0.0016
coded_by=26476..29613,organism=Pseudomonas stutzeri KOS6,definition=multidrug transporter	2.125	0.0010
coded_by=complement(896046..899198),organism=Sphingobium cloacae,definition=multidrug efflux RND transporter permease subunit	3.049	0.0015
coded_by=891441..894620,organism=Burkholderia sp. LMG 29319,definition=hydrophobe/amphiphile efflux-1 (HAE1) family protein	2.942	0.0014
coded_by=389496..392630,organism=Cystobacter fuscus DSM 2262,definition=RND efflux system, inner membrane transporter CmeB	3.465	0.0017
coded_by=678998..682105,organism=Legionella massiliensis,definition=Acriflavine resistance protein B	2.256	0.0011
coded_by=59302..62439,organism=Sinorhizobium saheli,definition=acriflavine resistance protein B	1.889	0.0009
coded_by=complement(8307..11381),organism=Arenimonas malthae CC-JY-1,definition=hypothetical protein	5.4879999999999995	0.0026
coded_by=complement(736412..739621),organism=Sphingomonas sp. Ag1,definition=multidrug transporter	1.201	0.0006
coded_by=248580..251735,organism=Curvibacter putative symbiont of Hydra magnipapillata,definition=Acriflavine resistance protein F	0.319	0.0002
coded_by=161876..165031,organism=Thauera aminoaromatica S2,definition=hydrophobe/amphiphile efflux-1 (HAE1) family transporter	2.203	0.0011
coded_by=553315..556494,organism=Burkholderia sp. YI23,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	4.813000000000001	0.0023
coded_by=complement(3940214..3943402),organism=Ralstonia insidiosa,definition=acriflavine resistance protein B	1.787	0.0009
coded_by=complement(204747..207866),organism=Pragia fontium,definition=multidrug transporter	0.768	0.0004
coded_by=complement(1598023..1601124),organism=Sphingobium cloacae,definition=multidrug efflux RND transporter permease subunit	4.747	0.0023
coded_by=complement(415599..418757),organism=Acidovorax citrulli AAC00-1,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	13.331	0.0064
coded_by=3098417..3101530,organism=Celeribacter indicus,definition=hydrophobe/amphiphile efflux-1 (HAE1) family protein	3.179	0.0015
coded_by=94875..98054,organism=Burkholderia glathei PML1(12),definition=multidrug transporter	11.809	0.0057
coded_by=1183007..1186105,organism=Pseudomonas fluorescens HK44,definition=multidrug transporter	2.736	0.0013
coded_by=complement(2507901..2511014),organism=Stenotrophomonas rhizophila,definition=acriflavine resistance protein B	2.992	0.0014
coded_by=393722..396895,organism=Sphingobium sp. TCM1,definition=aminoglycoside/multidrug transporter permease	0.772	0.0004
coded_by=complement(80287..83517),organism=Achromobacter sp. LC458,definition=acriflavine resistance protein B	71.179	0.0342
coded_by=complement(27612..30767),organism=Acidovorax sp. 12322-1,definition=acriflavine resistance protein B	0.934	0.0004
coded_by=425785..428925,organism=Pseudomonas denitrificans ATCC 13867,definition=RND multidrug efflux transporter MexB	1.506	0.0007
coded_by=complement(58007..61156),organism=Pseudomonas sp. M47T1,definition=protein CmeB	0.723	0.0003
coded_by=735362..738514,organism=Ralstonia mannitolilytica,definition=acriflavine resistance protein B	9.85	0.0047
coded_by=complement(174806..177946),organism=Pseudomonas sp. 21,definition=multidrug transporter	3.784	0.0018
coded_by=607306..610413,organism=Enterobacter lignolyticus,definition=multidrug transporter	1.83	0.0009
coded_by=complement(7150..10344),organism=Caulobacter sp. AP07,definition=hydrophobe/amphiphile efflux-1 (HAE1) family transporter	2.512	0.0012
coded_by=3291669..3294818,organism=Janthinobacterium sp. Marseille,definition=acriflavin resistance transmembrane protein	1.537	0.0007
coded_by=complement(2722528..2725674),organism=Xanthomonas sacchari,definition=multidrug transporter	14.622	0.0070
coded_by=29622..32783,organism=Variovorax paradoxus,definition=multidrug transporter	53.574	0.0257
coded_by=complement(5142887..5146036),organism=Shewanella piezotolerans WP3,definition=AcrB/AcrD/AcrF family protein	6.990000000000001	0.0034
coded_by=502247..505408,organism=Desulfovibrio gigas DSM 1382 = ATCC 19364,definition=putative acrB RND-type permease	7.417	0.0036
coded_by=172513..175665,organism=Shewanella sediminis HAW-EB3,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	1.032	0.0005
coded_by=3132790..3135927,organism=Serratia marcescens,definition=aminoglycoside/multidrug efflux system	1.745	0.0008
coded_by=195678..198779,organism=Alteromonas macleodii AltDE1,definition=acriflavine resistance protein B	3.452	0.0017
coded_by=523742..526915,organism=Burkholderia sp. RPE64,definition=transporter hydrophobe/amphiphile efflux-1 (HAE1) family	2.8569999999999998	0.0014
coded_by=11545..14727,organism=Candidatus Burkholderia verschuerenii,definition=RND efflux system, inner membrane transporter CmeB	8.443999999999999	0.0041
coded_by=64777..67905,organism=Pseudomonas putida LS46,definition=hydrophobe/amphiphile efflux-1 (HAE1) family protein	3.836	0.0018
coded_by=3238603..3241731,organism=Dickeya dadantii Ech586,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	0.939	0.0005
coded_by=complement(41934..45116),organism=Achromobacter sp. 2789STDY5608633,definition=Probable efflux pump membrane transporter TtgB	10.877	0.0052
coded_by=569749..572883,organism=Parvibaculum lavamentivorans DS-1,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	3.743	0.0018
coded_by=complement(287259..290468),organism=Sphingomonas sp. Leaf10,definition=multidrug transporter	2.58	0.0012
coded_by=complement(747232..750369),organism=Pararhizobium polonicum,definition=acriflavine resistance protein B	2.763	0.0013
coded_by=9378..12527,organism=Stenotrophomonas maltophilia,definition=RND efflux system, inner membrane transporter CmeB	2.333	0.0011
coded_by=complement(3148308..3151457),organism=Aeromonas veronii B565,definition=Inner membrane efflux transporter of RND family multidrug efflux pump	3.419	0.0016
coded_by=complement(3106080..3109250),organism=Bordetella holmesii ATCC 51541,definition=multidrug resistance protein MexB	3.245	0.0016
coded_by=complement(5092431..5095652),organism=Achromobacter xylosoxidans NBRC 15126 = ATCC 27061,definition=RND efflux system, inner membrane transporter CmeB	30.052	0.0144
coded_by=complement(71486..74635),organism=Opitutaceae bacterium TSB47,definition=multidrug transporter	1.006	0.0005
 Acriflavin resistance protein	1.979	0.0010
coded_by=complement(50305..53403),organism=Pseudomonas sp. DSM 29166,definition=acriflavine resistance protein B	0.792	0.0004
coded_by=1080569..1083769,organism=Burkholderia cepacia JBK9,definition=multidrug transporter	3.255	0.0016
coded_by=93741..96896,organism=Hoeflea sp. BAL378,definition=acriflavine resistance protein B	15.343	0.0074
coded_by=complement(897105..900260),organism=Caulobacter crescentus CB15,definition=AcrB/AcrD/AcrF family protein	10.131	0.0049
coded_by=complement(2963367..2966477),organism=Rhodopseudomonas palustris BisB18,definition=Hydrophobe/amphiphile efflux-1 HAE1	16.52	0.0079
coded_by=3486789..3489941,organism=Cupriavidus gilardii CR3,definition=Cation/multidrug efflux pump	58.25499999999999	0.0280
coded_by=complement(4128962..4132141),organism=Pandoraea vervacti,definition=multidrug efflux RND transporter permease	2.113	0.0010
coded_by=230906..234100,organism=Caulobacter sp. Root656,definition=multidrug transporter	4.695	0.0023
coded_by=complement(472062..475217),organism=Delftia sp. Cs1-4,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	1.198	0.0006
coded_by=complement(898505..901615),organism=Herbaspirillum sp. GW103,definition=multidrug efflux system transmembrane protein	1.717	0.0008
coded_by=complement(7980..11120),organism=Ensifer adhaerens,definition=acriflavine resistance protein B	1.123	0.0005
coded_by=2130633..2133782,organism=Stenotrophomonas maltophilia,definition=acriflavine resistance protein B	1.65	0.0008
coded_by=complement(1018486..1021593),organism=Steroidobacter denitrificans,definition=multidrug transporter	0.895	0.0004
coded_by=670000..673188,organism=Stenotrophomonas rhizophila,definition=multidrug transporter	2.075	0.0010
coded_by=3975559..3978648,organism=Pseudomonas sp. TKP,definition=acriflavine resistance protein B	1.772	0.0009
coded_by=147981..151127,organism=Rhizobium sp. LC145,definition=multidrug transporter	3.961	0.0019
coded_by=complement(312806..315982),organism=Asticcacaulis sp. AC466,definition=multidrug transporter	4.099	0.0020
coded_by=14350..17505,organism=Pantoea sp. YR343,definition=hydrophobe/amphiphile efflux-1 (HAE1) family transporter	1.137	0.0005
coded_by=34529..37711,organism=Sphingobium herbicidovorans NBRC 16415,definition=Multidrug transporter	6.477	0.0031
coded_by=complement(1675..4818),organism=Pseudomonas sp. EGD-AK9,definition=multidrug transporter	1.402	0.0007
coded_by=5150043..5153207,organism=Variovorax paradoxus S110,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	1.8860000000000001	0.0009
coded_by=complement(108406..111594),organism=Paraburkholderia terrestris,definition=hydrophobe/amphiphile efflux-1 (HAE1) family protein	10.92	0.0052
coded_by=complement(200851..203967),organism=Pantoea sp. 3.5.1,definition=multidrug transporter	4.877	0.0023
coded_by=45973..49071,organism=Pseudomonas oryzihabitans,definition=acriflavine resistance protein B	1.189	0.0006
coded_by=741575..744673,organism=Pannonibacter phragmitetus,definition=acriflavine resistance protein B	4.525	0.0022
coded_by=complement(69584..72706),organism=Acinetobacter haemolyticus CIP 64.3,definition=hypothetical protein	5.368	0.0026
coded_by=15520..18690,organism=Sphingomonas sp. SRS2,definition=multidrug transporter	48.044	0.0231
coded_by=291103..294237,organism=Brenneria goodwinii,definition=RND efflux system, inner membrane transporter CmeB	4.823	0.0023
coded_by=complement(65059..68238),organism=Burkholderia sp. LMG 29316,definition=hydrophobe/amphiphile efflux-1 (HAE1) family protein	2.678	0.0013
coded_by=complement(452231..455365),organism=Aeromonas veronii,definition=acriflavine resistance protein B	5.218	0.0025
coded_by=complement(3460002..3463109),organism=Marichromatium purpuratum 984,definition=multidrug transporter	14.011	0.0067
coded_by=complement(1572487..1575636),organism=Methylocella silvestris BL2,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	10.463000000000001	0.0050
coded_by=complement(266981..270121),organism=Rhizobium sp. Leaf386,definition=acriflavine resistance protein B	0.481	0.0002
coded_by=complement(19433..22546),organism=Pseudomonas sp. RIT357,definition=Acriflavine resistance protein B	6.127	0.0029
coded_by=complement(1225..4362),organism=Jannaschia seosinensis,definition=Multidrug-efflux transporter MexB	14.492	0.0070
coded_by=450805..453957,organism=Tardiphaga robiniae,definition=aminoglycoside/multidrug transporter subunit AcrD	3.599	0.0017
coded_by=3134139..3137261,organism=Pseudomonas entomophila L48,definition=putative multidrug/solvent RND transporter, AcrB-like	8.947	0.0043
